sentence_id,text,label,split,source_dataset,source_config,locale,partition,scenario
massive-train-9354,how far does my dollar go in japan,49,train,massive,en-US,en-US,train,12
massive-train-9355,what's a wicker chair,26,train,massive,en-US,en-US,train,12
massive-train-9356,what is a pressure washer,26,train,massive,en-US,en-US,train,12
massive-train-9357,what is an orange like,26,train,massive,en-US,en-US,train,12
massive-train-9358,how much does an orange weigh,49,train,massive,en-US,en-US,train,12
massive-train-9359,how many calories in an orange,49,train,massive,en-US,en-US,train,12
massive-train-9360,what is the capital of new hampshire,49,train,massive,en-US,en-US,train,12
massive-train-9361,what states border new hampshire,49,train,massive,en-US,en-US,train,12
massive-train-9362,which part of the country has tropical forest,49,train,massive,en-US,en-US,train,12
massive-train-9363,which currency is greater the us dollar or yen,10,train,massive,en-US,en-US,train,12
massive-train-9364,check currencies,10,train,massive,en-US,en-US,train,12
massive-train-9365,what is the stock price of amazon,4,train,massive,en-US,en-US,train,12
massive-train-9366,what's the change in best buy stick,4,train,massive,en-US,en-US,train,12
massive-train-9367,what is a virtual reality headset,26,train,massive,en-US,en-US,train,12
massive-train-9368,how far in steps is home from here,49,train,massive,en-US,en-US,train,12
massive-train-9369,what does word mean,26,train,massive,en-US,en-US,train,12
massive-train-9370,i would like to know the meaning of word,26,train,massive,en-US,en-US,train,12
massive-train-9371,how do you define problematic,26,train,massive,en-US,en-US,train,12
massive-train-9372,what is the definition of problematic,26,train,massive,en-US,en-US,train,12
massive-train-9373,what does problematic mean,26,train,massive,en-US,en-US,train,12
massive-train-9374,what about ashwin,49,train,massive,en-US,en-US,train,12
massive-train-9375,how old is rod stewart,49,train,massive,en-US,en-US,train,12
massive-train-9376,where does brad pitt live,49,train,massive,en-US,en-US,train,12
massive-train-9377,who is the most popular american actress,49,train,massive,en-US,en-US,train,12
massive-train-9378,show me the exchange rate between czk and dollar,10,train,massive,en-US,en-US,train,12
massive-train-9379,what's the exchange rate between czk and euro,10,train,massive,en-US,en-US,train,12
massive-train-9380,convert czk to euro,10,train,massive,en-US,en-US,train,12
massive-train-9381,i would like to know if in math operations is calculated before the addition subtraction multiply or division,12,train,massive,en-US,en-US,train,9
massive-train-9382,could you calculate five plus five,39,train,massive,en-US,en-US,train,12
massive-train-9383,i want to know the result of twenty is to two,39,train,massive,en-US,en-US,train,12
massive-train-9384,what is a banana,26,train,massive,en-US,en-US,train,12
massive-train-9385,what is the point of a banana,26,train,massive,en-US,en-US,train,12
massive-train-9386,tell me the highest mountain in the world,49,train,massive,en-US,en-US,train,12
massive-train-9387,i need to know the highest mountain in the world,49,train,massive,en-US,en-US,train,12
massive-train-9388,where is located the biggest waterfall in the world,49,train,massive,en-US,en-US,train,12
massive-train-9389,what is angelina jolie's birthday,49,train,massive,en-US,en-US,train,12
massive-train-9390,when was angelina jolie born,49,train,massive,en-US,en-US,train,12
massive-train-9391,angelina has a birthday when,49,train,massive,en-US,en-US,train,12
massive-train-9392,what is the exchange rate between u. s. d. and euro,10,train,massive,en-US,en-US,train,12
massive-train-9393,when was born abraham lincoln,49,train,massive,en-US,en-US,train,12
massive-train-9394,for what is famous ellen degeneres,49,train,massive,en-US,en-US,train,12
massive-train-9395,how many oscars has won meryl streep,49,train,massive,en-US,en-US,train,12
massive-train-9396,describe,26,train,massive,en-US,en-US,train,12
massive-train-9397,how old is george clooney,49,train,massive,en-US,en-US,train,12
massive-train-9398,what movies has neil walker done,49,train,massive,en-US,en-US,train,12
massive-train-9399,what is the location of kentucky,49,train,massive,en-US,en-US,train,12
massive-train-9400,what year did elvis die,49,train,massive,en-US,en-US,train,12
massive-train-9401,tell me about donald trump,49,train,massive,en-US,en-US,train,12
massive-train-9402,new exchange rate,10,train,massive,en-US,en-US,train,12
massive-train-9403,u. s. d. position now,10,train,massive,en-US,en-US,train,12
massive-train-9404,mobile device explanation,26,train,massive,en-US,en-US,train,12
massive-train-9405,opinion about latest gadgets,12,train,massive,en-US,en-US,train,9
massive-train-9406,denmark geographic location,49,train,massive,en-US,en-US,train,12
massive-train-9407,where is ashwin,49,train,massive,en-US,en-US,train,12
massive-train-9408,where did he was yesterday,12,train,massive,en-US,en-US,train,9
massive-train-9409,his new award,12,train,massive,en-US,en-US,train,9
massive-train-9410,what is the dollar exchange rate,10,train,massive,en-US,en-US,train,12
massive-train-9411,how many yen for each dollar,10,train,massive,en-US,en-US,train,12
massive-train-9412,what is the us dollar equivalent of one euro,10,train,massive,en-US,en-US,train,12
massive-train-9413,what does obligatory mean,26,train,massive,en-US,en-US,train,12
massive-train-9414,how big is ohio,49,train,massive,en-US,en-US,train,12
massive-train-9415,what is a sloth,26,train,massive,en-US,en-US,train,12
massive-train-9416,honda stock price,4,train,massive,en-US,en-US,train,12
massive-train-9417,tvs stock price,4,train,massive,en-US,en-US,train,12
massive-train-9418,get me a stock price of audi,4,train,massive,en-US,en-US,train,12
massive-train-9419,show me popular exchange rates,10,train,massive,en-US,en-US,train,12
massive-train-9420,show me current exchange rate between euros and other currencies,10,train,massive,en-US,en-US,train,12
massive-train-9421,tell me about fjords,49,train,massive,en-US,en-US,train,12
massive-train-9422,how old is dolly parton,49,train,massive,en-US,en-US,train,12
massive-train-9423,what does bling mean,26,train,massive,en-US,en-US,train,12
massive-train-9424,where is the south pole,49,train,massive,en-US,en-US,train,12
massive-train-9425,tell me about george washington,49,train,massive,en-US,en-US,train,12
massive-train-9426,give me the definition of carion,26,train,massive,en-US,en-US,train,12
massive-train-9427,look up economy in the dictionary,26,train,massive,en-US,en-US,train,12
massive-train-9428,where do i get my pet fixed,12,train,massive,en-US,en-US,train,9
massive-train-9429,describe heaven,26,train,massive,en-US,en-US,train,12
massive-train-9430,describe death,26,train,massive,en-US,en-US,train,12
massive-train-9431,where is trump from,49,train,massive,en-US,en-US,train,12
massive-train-9432,where is george w. bush from,49,train,massive,en-US,en-US,train,12
massive-train-9433,i need the exchange rate for the us dollar and the euro,10,train,massive,en-US,en-US,train,12
massive-train-9434,tell me when martin luther king junior was born,49,train,massive,en-US,en-US,train,12
massive-train-9435,tell me when trump was born,49,train,massive,en-US,en-US,train,12
massive-train-9436,what is a shoal,26,train,massive,en-US,en-US,train,12
massive-train-9437,how does a cheetah look,26,train,massive,en-US,en-US,train,12
massive-train-9438,where is yellowstone park,49,train,massive,en-US,en-US,train,12
massive-train-9439,tell me about donald trumps early life,49,train,massive,en-US,en-US,train,12
massive-train-9440,tell me about amazon's history,49,train,massive,en-US,en-US,train,12
massive-train-9441,in this country what is the exchange rate,10,train,massive,en-US,en-US,train,12
massive-train-9442,what is the definition for this object,26,train,massive,en-US,en-US,train,12
massive-train-9443,find me the description of this object,26,train,massive,en-US,en-US,train,12
massive-train-9444,search this object's definition,26,train,massive,en-US,en-US,train,12
massive-train-9445,what is a geographic fact in this region,49,train,massive,en-US,en-US,train,12
massive-train-9446,what is the geographic region of madagascar,49,train,massive,en-US,en-US,train,12
massive-train-9447,tell me what the geography is like in this region,49,train,massive,en-US,en-US,train,12
massive-train-9448,get me new definition,26,train,massive,en-US,en-US,train,12
massive-train-9449,what is immigrant,26,train,massive,en-US,en-US,train,12
massive-train-9450,where is justin beiber from,49,train,massive,en-US,en-US,train,12
massive-train-9451,where is justin beiber from,49,train,massive,en-US,en-US,train,12
massive-train-9452,what is the us dollar to euro exchange rate,10,train,massive,en-US,en-US,train,12
massive-train-9453,give me the exchange rate for the us dollar and the euro,10,train,massive,en-US,en-US,train,12
massive-train-9454,what exchange rate does the us dollar and the euro have,10,train,massive,en-US,en-US,train,12
massive-train-9455,give me a description of a boeing seven four seven,26,train,massive,en-US,en-US,train,12
massive-train-9456,where is montana,49,train,massive,en-US,en-US,train,12
massive-train-9457,where is yellowstone,49,train,massive,en-US,en-US,train,12
massive-train-9458,is willie nelson still alive,49,train,massive,en-US,en-US,train,12
massive-train-9459,is kim kardashian married,49,train,massive,en-US,en-US,train,12
massive-train-9460,how tall is madonna,49,train,massive,en-US,en-US,train,12
massive-train-9461,where is johncena from,49,train,massive,en-US,en-US,train,12
massive-train-9462,stock price for google,4,train,massive,en-US,en-US,train,12
massive-train-9463,what is the netflix stock price,4,train,massive,en-US,en-US,train,12
massive-train-9464,where in the world is carmen san diego,49,train,massive,en-US,en-US,train,12
massive-train-9465,what is laptop,26,train,massive,en-US,en-US,train,12
massive-train-9466,what i can do with laptop,26,train,massive,en-US,en-US,train,12
massive-train-9467,what is burmuda triangle,49,train,massive,en-US,en-US,train,12
massive-train-9468,where is burmuda triangle,49,train,massive,en-US,en-US,train,12
massive-train-9469,what causes in burmuda triangle,49,train,massive,en-US,en-US,train,12
massive-train-9470,is jackie chan married,49,train,massive,en-US,en-US,train,12
massive-train-9471,how many kids jackie chan does have,49,train,massive,en-US,en-US,train,12
massive-train-9472,what is twelve times eight,39,train,massive,en-US,en-US,train,12
massive-train-9473,what is eighty seven minus fourteen,39,train,massive,en-US,en-US,train,12
massive-train-9474,what is two hundred divided by thirteen,39,train,massive,en-US,en-US,train,12
massive-train-9475,stock rate of facebook,4,train,massive,en-US,en-US,train,12
massive-train-9476,siri what does obstacle mean,26,train,massive,en-US,en-US,train,12
massive-train-9477,siri what does survey mean,26,train,massive,en-US,en-US,train,12
massive-train-9478,what is a trebuchet,26,train,massive,en-US,en-US,train,12
massive-train-9479,tell me about medieval war engines,26,train,massive,en-US,en-US,train,12
massive-train-9480,when was einstein's birthday,49,train,massive,en-US,en-US,train,12
massive-train-9481,was einstein married,49,train,massive,en-US,en-US,train,12
massive-train-9482,what causes if i had junk food and alcohols,12,train,massive,en-US,en-US,train,9
massive-train-9483,is there any problem for having junk food and drinks,12,train,massive,en-US,en-US,train,9
massive-train-9484,what did jlo do today,12,train,massive,en-US,en-US,train,9
massive-train-9485,siri describe a rainbow,26,train,massive,en-US,en-US,train,12
massive-train-9486,siri what does jon snow's handsome face look like,26,train,massive,en-US,en-US,train,12
massive-train-9487,when did prince die,49,train,massive,en-US,en-US,train,12
massive-train-9488,show me prince's biography,49,train,massive,en-US,en-US,train,12
massive-train-9489,did prince have children,49,train,massive,en-US,en-US,train,12
massive-train-9490,who is the first president in u. s. a.,49,train,massive,en-US,en-US,train,12
massive-train-9491,who build the paris tower,49,train,massive,en-US,en-US,train,12
massive-train-9492,where is the worlds highest falls,49,train,massive,en-US,en-US,train,12
massive-train-9493,show exchange rate of u. s. d. versus euro,10,train,massive,en-US,en-US,train,12
massive-train-9494,show conversion rate of u. s. d. and euro,10,train,massive,en-US,en-US,train,12
massive-train-9495,what is rock sand,26,train,massive,en-US,en-US,train,12
massive-train-9496,please tell me the definition of home,26,train,massive,en-US,en-US,train,12
massive-train-9497,what is the meaning of the word home,26,train,massive,en-US,en-US,train,12
massive-train-9498,please tell me what the word home means,26,train,massive,en-US,en-US,train,12
massive-train-9499,could you please tell what is the capital of america,49,train,massive,en-US,en-US,train,12
massive-train-9500,please tell me how many days in a leap year,49,train,massive,en-US,en-US,train,12
massive-train-9501,please tell me what is the formula for the perimeter of a rectangle,49,train,massive,en-US,en-US,train,12
massive-train-9502,list albums of rihana,49,train,massive,en-US,en-US,train,12
massive-train-9503,list albums of rihana,49,train,massive,en-US,en-US,train,12
massive-train-9504,how would i use formidable in a sentence,26,train,massive,en-US,en-US,train,12
massive-train-9505,please tell me what is the rate for yen to u. s. d.,10,train,massive,en-US,en-US,train,12
massive-train-9506,define organism,26,train,massive,en-US,en-US,train,12
massive-train-9507,tell me what the word organism means,26,train,massive,en-US,en-US,train,12
massive-train-9508,what is an organism,26,train,massive,en-US,en-US,train,12
massive-train-9509,please explain the plot of movie titanic,12,train,massive,en-US,en-US,train,9
massive-train-9510,why people like movies,12,train,massive,en-US,en-US,train,9
massive-train-9511,could you please describe me about the item smart phone,26,train,massive,en-US,en-US,train,12
massive-train-9512,moderate,12,train,massive,en-US,en-US,train,9
massive-train-9513,what is the exchange rate between the british pound and the u. s. dollar,10,train,massive,en-US,en-US,train,12
massive-train-9514,please tell me about the historic facts about india,49,train,massive,en-US,en-US,train,12
massive-train-9515,please tell who invented telephone and what is the date,49,train,massive,en-US,en-US,train,12
massive-train-9516,describe blanket,26,train,massive,en-US,en-US,train,12
massive-train-9517,blanket definition,26,train,massive,en-US,en-US,train,12
massive-train-9518,earth info,49,train,massive,en-US,en-US,train,12
massive-train-9519,google the object and see,26,train,massive,en-US,en-US,train,12
massive-train-9520,what is ten u. s. d. in euros,10,train,massive,en-US,en-US,train,12
massive-train-9521,what country has the most population,49,train,massive,en-US,en-US,train,12
massive-train-9522,what country uses the most coal,49,train,massive,en-US,en-US,train,12
massive-train-9523,search the region,49,train,massive,en-US,en-US,train,12
massive-train-9524,give me a geographic fact about vilnius,49,train,massive,en-US,en-US,train,12
massive-train-9525,rowan atkinson info,49,train,massive,en-US,en-US,train,12
massive-train-9526,did kim kardashian go to the paris fashion shows this year,49,train,massive,en-US,en-US,train,12
massive-train-9527,search on his interests,49,train,massive,en-US,en-US,train,12
massive-train-9528,search on his locality,49,train,massive,en-US,en-US,train,12
massive-train-9529,can you describe to me a bike,26,train,massive,en-US,en-US,train,12
massive-train-9530,what is the stock price for,4,train,massive,en-US,en-US,train,12
massive-train-9531,how is shell south stock doing today,4,train,massive,en-US,en-US,train,12
massive-train-9532,give me today's market trends for panasonic,4,train,massive,en-US,en-US,train,12
massive-train-9533,what's the capital of new york,49,train,massive,en-US,en-US,train,12
massive-train-9534,where is the best vacation spot in california,49,train,massive,en-US,en-US,train,12
massive-train-9535,could you give me the exact rate for dow nifty futures,4,train,massive,en-US,en-US,train,12
massive-train-9536,stocks f. flat,4,train,massive,en-US,en-US,train,12
massive-train-9537,f. flat stocks,4,train,massive,en-US,en-US,train,12
massive-train-9538,stock price f. flat,4,train,massive,en-US,en-US,train,12
massive-train-9539,give me the top rated movie in my area,12,train,massive,en-US,en-US,train,9
massive-train-9540,tell me about hugh lourie,49,train,massive,en-US,en-US,train,12
massive-train-9541,what is starbuck's stock worth,4,train,massive,en-US,en-US,train,12
massive-train-9542,how high is the quality of this stone,12,train,massive,en-US,en-US,train,9
massive-train-9543,how big is the stone in this ring,12,train,massive,en-US,en-US,train,9
massive-train-9544,go to the nsdl and search for prices,4,train,massive,en-US,en-US,train,12
massive-train-9545,ask my brokers,4,train,massive,en-US,en-US,train,12
massive-train-9546,what is the current exchange rate between the dollar and the euro,10,train,massive,en-US,en-US,train,12
massive-train-9547,how does the dollar compare to the pound,10,train,massive,en-US,en-US,train,12
massive-train-9548,find me the oldest hotel in washington d. c.,19,train,massive,en-US,en-US,train,6
massive-train-9549,which celebrity is most likely to follow me back on twitter,49,train,massive,en-US,en-US,train,12
massive-train-9550,olly can you tell me the price of google stock,4,train,massive,en-US,en-US,train,12
massive-train-9551,what's the dow jones at today,4,train,massive,en-US,en-US,train,12
massive-train-9552,what is the coldest state in the us,49,train,massive,en-US,en-US,train,12
massive-train-9553,i want you to analyze the pattern for me to buy lottery ticket which number will get the first prize,12,train,massive,en-US,en-US,train,9
massive-train-9554,what city was elvis born,49,train,massive,en-US,en-US,train,12
massive-train-9555,how old was elvis when he died,49,train,massive,en-US,en-US,train,12
massive-train-9556,i wish i could play video games together,51,train,massive,en-US,en-US,train,3
massive-train-9557,tell me the keys to success,12,train,massive,en-US,en-US,train,9
massive-train-9558,find the shortest distance for the location needed,42,train,massive,en-US,en-US,train,1
massive-train-9559,what's three plus three hundred and fifty five,39,train,massive,en-US,en-US,train,12
massive-train-9560,convert ten inches to centimeters,39,train,massive,en-US,en-US,train,12
massive-train-9561,how many centimeter make one foot,39,train,massive,en-US,en-US,train,12
massive-train-9562,please define word,26,train,massive,en-US,en-US,train,12
massive-train-9563,is ll cool j. still rapping,49,train,massive,en-US,en-US,train,12
massive-train-9564,how much is the dollar verus the pound,10,train,massive,en-US,en-US,train,12
massive-train-9565,how is iron made,49,train,massive,en-US,en-US,train,12
massive-train-9566,what is a googleplex,26,train,massive,en-US,en-US,train,12
massive-train-9567,west,26,train,massive,en-US,en-US,train,12
massive-train-9568,rate between these currencies,10,train,massive,en-US,en-US,train,12
massive-train-9569,exchange rate with these currencies,10,train,massive,en-US,en-US,train,12
massive-train-9570,currency to currency rate,10,train,massive,en-US,en-US,train,12
massive-train-9571,explain object,26,train,massive,en-US,en-US,train,12
massive-train-9572,surrounding environment,12,train,massive,en-US,en-US,train,9
massive-train-9573,how much is the canadian dollar worth versus u. s. dollar,10,train,massive,en-US,en-US,train,12
massive-train-9574,person name,49,train,massive,en-US,en-US,train,12
massive-train-9575,how do you make steel,12,train,massive,en-US,en-US,train,9
massive-train-9576,what is coral made of,49,train,massive,en-US,en-US,train,12
massive-train-9577,where is yellowstone park located,49,train,massive,en-US,en-US,train,12
massive-train-9578,where is the statue of liberty,49,train,massive,en-US,en-US,train,12
massive-train-9579,where are the rockies located,49,train,massive,en-US,en-US,train,12
massive-train-9580,how old is jennifer garner,49,train,massive,en-US,en-US,train,12
massive-train-9581,how is the stock for compaq doing,4,train,massive,en-US,en-US,train,12
massive-train-9582,bypass certain passwords,49,train,massive,en-US,en-US,train,12
massive-train-9583,download certain vocab,49,train,massive,en-US,en-US,train,12
massive-train-9584,show conversion rate of u. s. d. and inr,10,train,massive,en-US,en-US,train,12
massive-train-9585,can you tell me your favorite color,12,train,massive,en-US,en-US,train,9
massive-train-9586,what's the scenery like in morocco,49,train,massive,en-US,en-US,train,12
massive-train-9587,what is piramid,26,train,massive,en-US,en-US,train,12
massive-train-9588,what is definition of plot,26,train,massive,en-US,en-US,train,12
massive-train-9589,what is geographic value of great volcano,49,train,massive,en-US,en-US,train,12
massive-train-9590,where is artic ocean,49,train,massive,en-US,en-US,train,12
massive-train-9591,please give me detail of one yen equals dollar,10,train,massive,en-US,en-US,train,12
massive-train-9592,define what a wizard is,26,train,massive,en-US,en-US,train,12
massive-train-9593,what is the price of euro to u. s. d.,10,train,massive,en-US,en-US,train,12
massive-train-9594,please defined about internet,26,train,massive,en-US,en-US,train,12
massive-train-9595,please defined about printing works,26,train,massive,en-US,en-US,train,12
massive-train-9596,what's kim kardashian's measurements,49,train,massive,en-US,en-US,train,12
massive-train-9597,where is leah remini from,49,train,massive,en-US,en-US,train,12
massive-train-9598,where does janet jackson live,49,train,massive,en-US,en-US,train,12
massive-train-9599,tell me about agra,49,train,massive,en-US,en-US,train,12
massive-train-9600,show stock of goog,4,train,massive,en-US,en-US,train,12
massive-train-9601,tell me about barack obama,49,train,massive,en-US,en-US,train,12
massive-train-9602,tell me about narendra modi,49,train,massive,en-US,en-US,train,12
massive-train-9603,show difference of kids in planets,12,train,massive,en-US,en-US,train,9
massive-train-9604,what is the exchange rate of rupee for dollar,10,train,massive,en-US,en-US,train,12
massive-train-9605,tell me the exchange rate of rupee for dollar,10,train,massive,en-US,en-US,train,12
massive-train-9606,explain the exchange rate of rupee for dollar,10,train,massive,en-US,en-US,train,12
massive-train-9607,what is the definition of god,26,train,massive,en-US,en-US,train,12
massive-train-9608,is california between nevada and new york,49,train,massive,en-US,en-US,train,12
massive-train-9609,does spain share its border with morrocco,49,train,massive,en-US,en-US,train,12
massive-train-9610,does spain share its border with morrocco,49,train,massive,en-US,en-US,train,12
massive-train-9611,read the ticket for tesla,2,train,massive,en-US,en-US,train,1
massive-train-9612,what price google up to,4,train,massive,en-US,en-US,train,12
massive-train-9613,what is the value of the yen right now,4,train,massive,en-US,en-US,train,12
massive-train-9614,how strong is the dollar compared to the peso,4,train,massive,en-US,en-US,train,12
massive-train-9615,where is india located,49,train,massive,en-US,en-US,train,12
massive-train-9616,what is the geographical significance of india,49,train,massive,en-US,en-US,train,12
massive-train-9617,hey what's a head cheese,26,train,massive,en-US,en-US,train,12
massive-train-9618,what makes something head cheese,26,train,massive,en-US,en-US,train,12
massive-train-9619,show me share price of amazon,4,train,massive,en-US,en-US,train,12
massive-train-9620,show me share price of facebook,4,train,massive,en-US,en-US,train,12
massive-train-9621,show me share price of tata,4,train,massive,en-US,en-US,train,12
massive-train-9622,how do you think the world ends,12,train,massive,en-US,en-US,train,9
massive-train-9623,what is the highest mountain range in the us,49,train,massive,en-US,en-US,train,12
massive-train-9624,how is the spouse of obama,49,train,massive,en-US,en-US,train,12
massive-train-9625,who is the better half of obama,49,train,massive,en-US,en-US,train,12
massive-train-9626,what does a grapefruit look like,26,train,massive,en-US,en-US,train,12
massive-train-9627,how old is carrie underwood,49,train,massive,en-US,en-US,train,12
massive-train-9628,where was kelly clarkson born,49,train,massive,en-US,en-US,train,12
massive-train-9629,what voices has alan tudek played,49,train,massive,en-US,en-US,train,12
massive-train-9630,where is los angeles,49,train,massive,en-US,en-US,train,12
massive-train-9631,where can i find japan,49,train,massive,en-US,en-US,train,12
massive-train-9632,how old is jim carrey,49,train,massive,en-US,en-US,train,12
massive-train-9633,is keith richards dead,49,train,massive,en-US,en-US,train,12
massive-train-9634,what is the google stock at,4,train,massive,en-US,en-US,train,12
massive-train-9635,what did the south n. p. close out at,4,train,massive,en-US,en-US,train,12
massive-train-9636,how high is the south n. p.,4,train,massive,en-US,en-US,train,12
massive-train-9637,what's the stock of apple,4,train,massive,en-US,en-US,train,12
massive-train-9638,how's microsoft's stock,4,train,massive,en-US,en-US,train,12
massive-train-9639,is chase doing good,4,train,massive,en-US,en-US,train,12
massive-train-9640,current price of google please,4,train,massive,en-US,en-US,train,12
massive-train-9641,refer the stock price of hdfc,4,train,massive,en-US,en-US,train,12
massive-train-9642,define alarm,26,train,massive,en-US,en-US,train,12
massive-train-9643,google what is the temperature outside,13,train,massive,en-US,en-US,train,17
massive-train-9644,can you explain your speech algorithm to me,12,train,massive,en-US,en-US,train,9
massive-train-9645,what is the average temperature in march for pennsylvania and how does that compare to the last ten years,13,train,massive,en-US,en-US,train,17
massive-train-9646,tell me my congressional representatives voting records on reproductive health issues,22,train,massive,en-US,en-US,train,4
massive-train-9647,what is the size of a small cub,49,train,massive,en-US,en-US,train,12
massive-train-9648,whether i can travel the whole world in a day,12,train,massive,en-US,en-US,train,9
massive-train-9649,i want to learn about donald trump,49,train,massive,en-US,en-US,train,12
massive-train-9650,show me the records of sachin tendulkar,49,train,massive,en-US,en-US,train,12
massive-train-9651,what are the chances of the stock market closing below the two hundred moving average in the next fourteen days,4,train,massive,en-US,en-US,train,12
massive-train-9652,what has been the best selling product on sports category in amazon for the last three days,12,train,massive,en-US,en-US,train,9
massive-train-9653,what is the stock price of nike today,4,train,massive,en-US,en-US,train,12
massive-train-9654,how effective will be to buy nike stock,4,train,massive,en-US,en-US,train,12
massive-train-9655,will it be good to buy nike stock today,4,train,massive,en-US,en-US,train,12
massive-train-9656,is it male or female,12,train,massive,en-US,en-US,train,9
massive-train-9657,tell exchange rate of pound,10,train,massive,en-US,en-US,train,12
massive-train-9658,what is a basketball,26,train,massive,en-US,en-US,train,12
massive-train-9659,what color is a basketball,49,train,massive,en-US,en-US,train,12
massive-train-9660,what does a basketball feel like,49,train,massive,en-US,en-US,train,12
massive-train-9661,is it true the gym is seven miles away,49,train,massive,en-US,en-US,train,12
massive-train-9662,how did michael jackson die,49,train,massive,en-US,en-US,train,12
massive-train-9663,give description of statue of liberty,26,train,massive,en-US,en-US,train,12
massive-train-9664,find me the definition of indefatigable,26,train,massive,en-US,en-US,train,12
massive-train-9665,how many floors does the empire state building have,49,train,massive,en-US,en-US,train,12
massive-train-9666,where is san francisco,49,train,massive,en-US,en-US,train,12
massive-train-9667,how far is san francisco from la,49,train,massive,en-US,en-US,train,12
massive-train-9668,is san francisco near berkeley,49,train,massive,en-US,en-US,train,12
massive-train-9669,what is meryl streep famous for,49,train,massive,en-US,en-US,train,12
massive-train-9670,how much is apple stock worth,4,train,massive,en-US,en-US,train,12
massive-train-9671,how much is one u. s. d. in inr,10,train,massive,en-US,en-US,train,12
massive-train-9672,define acceleration,26,train,massive,en-US,en-US,train,12
massive-train-9673,define philosophy,26,train,massive,en-US,en-US,train,12
massive-train-9674,what is the radius of the biggest crater on earth,49,train,massive,en-US,en-US,train,12
massive-train-9675,how old is trump,49,train,massive,en-US,en-US,train,12
massive-train-9676,how tall is jobe bryant,49,train,massive,en-US,en-US,train,12
massive-train-9677,when is the next appointment,32,train,massive,en-US,en-US,train,2
massive-train-9678,tell me the last thing i had you look up for me,12,train,massive,en-US,en-US,train,9
massive-train-9679,order me something online,12,train,massive,en-US,en-US,train,9
massive-train-9680,what is the stock price of sensex right now,4,train,massive,en-US,en-US,train,12
massive-train-9681,how are the top ten stocks at the moment,4,train,massive,en-US,en-US,train,12
massive-train-9682,give the stock price details of motorolla,4,train,massive,en-US,en-US,train,12
massive-train-9683,can you feel,12,train,massive,en-US,en-US,train,9
massive-train-9684,what is us dollar today,10,train,massive,en-US,en-US,train,12
massive-train-9685,has pound value decreased,10,train,massive,en-US,en-US,train,12
massive-train-9686,is euro the best currency to trade,10,train,massive,en-US,en-US,train,12
massive-train-9687,describe me about the new cleaner how it works,12,train,massive,en-US,en-US,train,9
massive-train-9688,how much long is atlanta,49,train,massive,en-US,en-US,train,12
massive-train-9689,is black sea real,49,train,massive,en-US,en-US,train,12
massive-train-9690,is warren buffet is investing in my listed stocks,4,train,massive,en-US,en-US,train,12
massive-train-9691,what is the dollar against the pound,10,train,massive,en-US,en-US,train,12
massive-train-9692,and the pound is doing how badly against the euro,10,train,massive,en-US,en-US,train,12
massive-train-9693,what's the dollar's exchange rate with the euro,10,train,massive,en-US,en-US,train,12
massive-train-9694,what is the price of apple stock today,4,train,massive,en-US,en-US,train,12
massive-train-9695,is the stocks which i have invested are increasing,4,train,massive,en-US,en-US,train,12
massive-train-9696,have i made loss in which stocks,4,train,massive,en-US,en-US,train,12
massive-train-9697,how much is an euro worth,10,train,massive,en-US,en-US,train,12
massive-train-9698,how do you describe a capabara,26,train,massive,en-US,en-US,train,12
massive-train-9699,how much yens per u. s. d. today,10,train,massive,en-US,en-US,train,12
massive-train-9700,how much indian rupees per u. s. d. today,10,train,massive,en-US,en-US,train,12
massive-train-9701,how much euros per u. s. d. today,10,train,massive,en-US,en-US,train,12
massive-train-9702,what does serendipitous mean,26,train,massive,en-US,en-US,train,12
massive-train-9703,what is the definition of mutual,26,train,massive,en-US,en-US,train,12
massive-train-9704,find exchange rate for u. s. d. to euro,10,train,massive,en-US,en-US,train,12
massive-train-9705,find exchange rate for u. s. d. to dollar,10,train,massive,en-US,en-US,train,12
massive-train-9706,where is raleigh,49,train,massive,en-US,en-US,train,12
massive-train-9707,are the falklands in south america,49,train,massive,en-US,en-US,train,12
massive-train-9708,tell me where should i go in world tour and which places are most important,19,train,massive,en-US,en-US,train,6
massive-train-9709,which continent has highest growth of cotton and what is average production,49,train,massive,en-US,en-US,train,12
massive-train-9710,what is the average per capita income between asia and europe people,49,train,massive,en-US,en-US,train,12
massive-train-9711,how is jennifer garner's career doing,49,train,massive,en-US,en-US,train,12
massive-train-9712,meaning of name,26,train,massive,en-US,en-US,train,12
massive-train-9713,exchange rate of yan with dollar,10,train,massive,en-US,en-US,train,12
massive-train-9714,find area,49,train,massive,en-US,en-US,train,12
massive-train-9715,find map,49,train,massive,en-US,en-US,train,12
massive-train-9716,please describe the new harley davidson street bike,26,train,massive,en-US,en-US,train,12
massive-train-9717,find details about president barrack obama,49,train,massive,en-US,en-US,train,12
massive-train-9718,find details about u. s. a.,49,train,massive,en-US,en-US,train,12
massive-train-9719,nearest restaurants available at this time,19,train,massive,en-US,en-US,train,6
massive-train-9720,where is nayagara falls located,49,train,massive,en-US,en-US,train,12
massive-train-9721,what is the capital of denmark,49,train,massive,en-US,en-US,train,12
massive-train-9722,what is motorola going for today,4,train,massive,en-US,en-US,train,12
massive-train-9723,what is the price of amd on the stock market,4,train,massive,en-US,en-US,train,12
massive-train-9724,how much does the f. flat stock cost,4,train,massive,en-US,en-US,train,12
